date,ninsee,no2,o3,pm10,code_commune,commune_std
08/04/2018,95051,19,47,30,95051.0,95051.0
08/04/2018,95052,15,49,30,95052.0,95052.0
08/04/2018,95054,11,41,30,95054.0,95054.0
08/04/2018,95055,19,49,30,95055.0,95055.0
08/04/2018,95056,18,49,30,95056.0,95056.0
08/04/2018,95058,14,50,30,95058.0,95058.0
08/04/2018,95059,11,46,30,95059.0,95059.0
08/04/2018,95060,18,47,30,95060.0,95060.0
08/04/2018,95061,18,48,30,95061.0,95061.0
08/04/2018,95063,20,44,30,95063.0,95063.0
08/04/2018,95074,16,45,29,95074.0,95074.0
08/04/2018,95078,15,46,30,95078.0,95078.0
08/04/2018,95088,24,48,32,95088.0,95088.0
08/04/2018,95091,20,48,30,95091.0,95091.0
08/04/2018,95094,23,48,32,95094.0,95094.0
08/04/2018,95101,11,39,27,95101.0,95101.0
08/04/2018,95102,12,45,30,95102.0,95102.0
08/04/2018,95110,12,43,30,95110.0,95110.0
08/04/2018,95116,15,50,30,95116.0,95116.0
08/04/2018,95119,11,39,27,95119.0,95119.0
08/04/2018,95120,16,48,30,95120.0,95120.0
08/04/2018,95127,16,47,30,95127.0,95127.0
08/04/2018,95134,14,49,30,95134.0,95134.0
08/04/2018,95139,11,40,29,95139.0,95139.0
08/04/2018,95141,11,40,29,95141.0,95141.0
08/04/2018,95142,11,43,30,95142.0,95142.0
08/04/2018,95144,20,49,30,95144.0,95144.0
08/04/2018,95149,17,50,30,95149.0,95149.0
08/04/2018,95150,12,40,29,95150.0,95150.0
08/04/2018,95151,19,48,30,95151.0,95151.0
08/04/2018,95154,18,49,30,95154.0,95154.0
08/04/2018,95157,12,40,27,95157.0,95157.0
08/04/2018,95166,11,40,30,95166.0,95166.0
08/04/2018,95169,12,41,30,95169.0,95169.0
08/04/2018,95170,15,43,30,95170.0,95170.0
08/04/2018,95176,20,46,30,95176.0,95176.0
08/04/2018,95177,13,45,30,95177.0,95177.0
08/04/2018,95181,14,45,30,95181.0,95181.0
08/04/2018,95183,15,45,30,95183.0,95183.0
08/04/2018,95197,21,47,32,95197.0,95197.0
08/04/2018,95199,21,48,32,95199.0,95199.0
08/04/2018,95203,21,47,32,95203.0,95203.0
08/04/2018,95205,22,48,32,95205.0,95205.0
08/04/2018,95210,21,46,32,95210.0,95210.0
08/04/2018,95211,16,47,30,95211.0,95211.0
08/04/2018,95212,19,49,30,95212.0,95212.0
08/04/2018,95213,14,46,30,95213.0,95213.0
08/04/2018,95214,19,49,30,95214.0,95214.0
08/04/2018,95218,17,47,30,95218.0,95218.0
08/04/2018,95219,21,46,32,95219.0,95219.0
08/04/2018,95229,21,48,30,95229.0,95229.0
08/04/2018,95241,22,49,30,95241.0,95241.0
08/04/2018,95250,17,49,30,95250.0,95250.0
08/04/2018,95252,20,46,32,95252.0,95252.0
08/04/2018,95253,13,39,30,95253.0,95253.0
08/04/2018,95254,13,44,30,95254.0,95254.0
08/04/2018,95256,17,48,30,95256.0,95256.0
08/04/2018,95257,19,46,30,95257.0,95257.0
08/04/2018,95258,13,48,30,95258.0,95258.0
08/04/2018,95259,12,40,30,95259.0,95259.0
08/04/2018,95268,24,48,34,95268.0,95268.0
08/04/2018,95270,12,40,29,95270.0,95270.0
08/04/2018,95271,14,46,30,95271.0,95271.0
08/04/2018,95277,25,48,32,95277.0,95277.0
08/04/2018,95280,23,49,30,95280.0,95280.0
08/04/2018,95282,12,41,30,95282.0,95282.0
08/04/2018,95287,13,45,30,95287.0,95287.0
08/04/2018,95288,22,47,32,95288.0,95288.0
08/04/2018,95295,12,40,30,95295.0,95295.0
08/04/2018,95298,11,45,30,95298.0,95298.0
08/04/2018,95301,12,40,27,95301.0,95301.0
08/04/2018,95303,11,44,30,95303.0,95303.0
08/04/2018,95304,13,48,30,95304.0,95304.0
08/04/2018,95306,19,46,30,95306.0,95306.0
08/04/2018,95308,15,47,30,95308.0,95308.0
08/04/2018,95309,11,40,29,95309.0,95309.0
08/04/2018,95313,16,48,30,95313.0,95313.0
08/04/2018,95316,19,49,30,95316.0,95316.0
08/04/2018,95323,16,46,29,95323.0,95323.0
08/04/2018,95328,14,48,30,95328.0,95328.0
08/04/2018,95331,18,49,30,95331.0,95331.0
08/04/2018,95341,14,47,30,95341.0,95341.0
08/04/2018,95348,14,43,30,95348.0,95348.0
08/04/2018,95351,21,49,30,95351.0,95351.0
08/04/2018,95352,18,50,30,95352.0,95352.0
08/04/2018,95353,18,49,30,95353.0,95353.0
08/04/2018,95355,11,40,30,95355.0,95355.0
08/04/2018,95365,20,49,30,95365.0,95365.0
08/04/2018,95369,21,47,32,95369.0,95369.0
08/04/2018,95370,12,44,30,95370.0,95370.0
08/04/2018,95371,18,49,30,95371.0,95371.0
08/04/2018,95379,12,40,29,95379.0,95379.0
08/04/2018,95387,12,47,30,95387.0,95387.0
08/04/2018,95388,15,44,30,95388.0,95388.0
08/04/2018,95392,17,48,30,95392.0,95392.0
08/04/2018,95394,17,47,30,95394.0,95394.0
08/04/2018,95395,21,49,30,95395.0,95395.0
08/04/2018,95409,20,48,30,95409.0,95409.0
08/04/2018,95422,14,45,30,95422.0,95422.0
08/04/2018,95424,19,46,30,95424.0,95424.0
08/04/2018,95426,20,47,32,95426.0,95426.0
08/04/2018,95427,22,47,32,95427.0,95427.0
08/04/2018,95428,21,47,32,95428.0,95428.0
08/04/2018,95429,11,39,27,95429.0,95429.0
08/04/2018,95430,19,48,30,95430.0,95430.0
08/04/2018,95436,15,49,30,95436.0,95436.0
08/04/2018,95438,12,42,30,95438.0,95438.0
08/04/2018,95445,17,48,30,95445.0,95445.0
08/04/2018,95446,14,48,30,95446.0,95446.0
08/04/2018,95447,11,44,30,95447.0,95447.0
08/04/2018,95450,17,46,29,95450.0,95450.0
08/04/2018,95452,15,49,30,95452.0,95452.0
08/04/2018,95456,16,49,30,95456.0,95456.0
08/04/2018,95459,11,41,30,95459.0,95459.0
08/04/2018,95462,11,40,29,95462.0,95462.0
08/04/2018,95476,15,47,30,95476.0,95476.0
08/04/2018,95480,15,48,30,95480.0,95480.0
08/04/2018,95483,12,42,30,95483.0,95483.0
08/04/2018,95487,14,49,30,95487.0,95487.0
08/04/2018,95488,18,47,30,95488.0,95488.0
08/04/2018,95489,21,48,32,95489.0,95489.0
08/04/2018,95491,20,46,30,95491.0,95491.0
08/04/2018,95492,22,48,30,95492.0,95492.0
08/04/2018,95493,19,49,30,95493.0,95493.0
08/04/2018,95500,16,47,30,95500.0,95500.0
08/04/2018,95504,17,49,30,95504.0,95504.0
08/04/2018,95509,19,49,30,95509.0,95509.0
08/04/2018,95510,15,45,30,95510.0,95510.0
08/04/2018,95523,12,40,27,95523.0,95523.0
08/04/2018,95527,21,48,30,95527.0,95527.0
08/04/2018,95529,13,49,30,95529.0,95529.0
08/04/2018,95535,15,44,30,95535.0,95535.0
08/04/2018,95539,22,48,32,95539.0,95539.0
08/04/2018,95541,11,40,27,95541.0,95541.0
08/04/2018,95543,13,40,29,95543.0,95543.0
08/04/2018,95554,11,40,29,95554.0,95554.0
08/04/2018,95555,21,46,32,95555.0,95555.0
08/04/2018,95563,20,47,30,95563.0,95563.0
08/04/2018,95566,18,49,30,95566.0,95566.0
08/04/2018,95572,17,47,30,95572.0,95572.0
08/04/2018,95574,20,47,32,95574.0,95574.0
08/04/2018,95580,17,49,30,95580.0,95580.0
08/04/2018,95582,21,46,32,95582.0,95582.0
08/04/2018,95584,12,43,30,95584.0,95584.0
08/04/2018,95585,23,48,32,95585.0,95585.0
08/04/2018,95592,14,41,30,95592.0,95592.0
08/04/2018,95594,17,49,30,95594.0,95594.0
08/04/2018,95598,21,47,32,95598.0,95598.0
08/04/2018,95604,17,49,30,95604.0,95604.0
08/04/2018,95607,19,47,30,95607.0,95607.0
08/04/2018,95610,13,41,30,95610.0,95610.0
08/04/2018,95611,12,46,30,95611.0,95611.0
08/04/2018,95612,23,48,32,95612.0,95612.0
08/04/2018,95625,13,43,30,95625.0,95625.0
08/04/2018,95627,13,47,30,95627.0,95627.0
08/04/2018,95628,15,48,30,95628.0,95628.0
08/04/2018,95633,23,48,32,95633.0,95633.0
08/04/2018,95637,16,46,30,95637.0,95637.0
08/04/2018,95641,17,49,29,95641.0,95641.0
08/04/2018,95651,13,41,29,95651.0,95651.0
08/04/2018,95652,17,50,30,95652.0,95652.0
08/04/2018,95656,13,40,29,95656.0,95656.0
08/04/2018,95658,13,42,30,95658.0,95658.0
08/04/2018,95660,19,49,30,95660.0,95660.0
08/04/2018,95675,19,49,30,95675.0,95675.0
08/04/2018,95676,13,40,29,95676.0,95676.0
08/04/2018,95678,18,48,30,95678.0,95678.0
08/04/2018,95680,24,48,32,95680.0,95680.0
08/04/2018,95682,19,49,30,95682.0,95682.0
08/04/2018,95690,12,40,30,95690.0,95690.0
09/04/2018,0,51,37,48,,
09/04/2018,75,47,31,46,,
09/04/2018,77,39,39,43,,
09/04/2018,78,40,35,44,,
09/04/2018,91,45,37,39,,
09/04/2018,92,46,31,46,,
09/04/2018,93,45,30,48,,
09/04/2018,94,51,29,44,,
09/04/2018,95,34,37,46,,
09/04/2018,75101,44,28,40,75101.0,75101.0
09/04/2018,75102,44,28,42,75102.0,75102.0
09/04/2018,75103,44,28,42,75103.0,75103.0
09/04/2018,75104,44,28,42,75104.0,75104.0
09/04/2018,75105,43,28,40,75105.0,75105.0
09/04/2018,75106,43,28,40,75106.0,75106.0
09/04/2018,75107,43,30,40,75107.0,75107.0
09/04/2018,75108,43,30,44,75108.0,75108.0
09/04/2018,75109,44,28,44,75109.0,75109.0
09/04/2018,75110,45,27,44,75110.0,75110.0
09/04/2018,75111,44,27,44,75111.0,75111.0
09/04/2018,75112,48,27,44,75112.0,75112.0
09/04/2018,75113,46,28,42,75113.0,75113.0
09/04/2018,75114,44,29,39,75114.0,75114.0
09/04/2018,75115,43,30,39,75115.0,75115.0
09/04/2018,75116,41,31,44,75116.0,75116.0
09/04/2018,75117,43,30,45,75117.0,75117.0
09/04/2018,75118,46,28,47,75118.0,75118.0
09/04/2018,75119,46,26,47,75119.0,75119.0
09/04/2018,75120,43,26,45,75120.0,75120.0
09/04/2018,77001,11,38,22,77001.0,77001.0
09/04/2018,77002,16,30,34,77002.0,77002.0
09/04/2018,77003,9,39,20,77003.0,77003.0
09/04/2018,77004,26,24,34,77004.0,77004.0
09/04/2018,77005,32,25,42,77005.0,77005.0
09/04/2018,77006,15,35,22,77006.0,77006.0
09/04/2018,77007,23,24,35,77007.0,77007.0
09/04/2018,77008,15,33,35,77008.0,77008.0
09/04/2018,77009,9,39,22,77009.0,77009.0
09/04/2018,77010,23,27,35,77010.0,77010.0
09/04/2018,77011,9,39,22,77011.0,77011.0
09/04/2018,77012,14,30,30,77012.0,77012.0
09/04/2018,77013,16,30,34,77013.0,77013.0
09/04/2018,77014,15,35,24,77014.0,77014.0
09/04/2018,77015,11,31,30,77015.0,77015.0
09/04/2018,77016,9,39,22,77016.0,77016.0
09/04/2018,77018,26,24,40,77018.0,77018.0
09/04/2018,77019,12,37,29,77019.0,77019.0
09/04/2018,77020,15,30,32,77020.0,77020.0
09/04/2018,77021,12,38,25,77021.0,77021.0
09/04/2018,77022,19,31,25,77022.0,77022.0
09/04/2018,77023,18,32,39,77023.0,77023.0
09/04/2018,77024,12,31,30,77024.0,77024.0
09/04/2018,77025,12,36,29,77025.0,77025.0
09/04/2018,77026,13,29,30,77026.0,77026.0
09/04/2018,77027,10,38,22,77027.0,77027.0
09/04/2018,77028,16,29,34,77028.0,77028.0
09/04/2018,77029,23,24,35,77029.0,77029.0
09/04/2018,77030,13,30,29,77030.0,77030.0
09/04/2018,77031,21,26,35,77031.0,77031.0
09/04/2018,77032,14,30,32,77032.0,77032.0
09/04/2018,77033,14,30,32,77033.0,77033.0
09/04/2018,77034,25,26,32,77034.0,77034.0
09/04/2018,77035,10,37,24,77035.0,77035.0
09/04/2018,77036,15,30,32,77036.0,77036.0
09/04/2018,77037,22,30,27,77037.0,77037.0
09/04/2018,77038,27,26,30,77038.0,77038.0
09/04/2018,77039,28,26,30,77039.0,77039.0
09/04/2018,77040,27,28,30,77040.0,77040.0
09/04/2018,77041,10,39,20,77041.0,77041.0
09/04/2018,77042,15,30,32,77042.0,77042.0
09/04/2018,77043,12,31,30,77043.0,77043.0
09/04/2018,77044,22,27,32,77044.0,77044.0
09/04/2018,77045,9,39,22,77045.0,77045.0
09/04/2018,77046,9,39,20,77046.0,77046.0
09/04/2018,77047,21,28,37,77047.0,77047.0
09/04/2018,77048,11,39,22,77048.0,77048.0
09/04/2018,77049,19,29,37,77049.0,77049.0
09/04/2018,77050,10,38,22,77050.0,77050.0
09/04/2018,77051,12,34,29,77051.0,77051.0
09/04/2018,77052,21,27,30,77052.0,77052.0
09/04/2018,77053,37,21,39,77053.0,77053.0
09/04/2018,77054,11,38,25,77054.0,77054.0
09/04/2018,77055,36,21,44,77055.0,77055.0
09/04/2018,77056,9,39,20,77056.0,77056.0
09/04/2018,77057,12,32,30,77057.0,77057.0
09/04/2018,77058,34,21,44,77058.0,77058.0
09/04/2018,77059,34,20,44,77059.0,77059.0
09/04/2018,77060,9,39,20,77060.0,77060.0
09/04/2018,77061,12,38,25,77061.0,77061.0
09/04/2018,77062,31,23,42,77062.0,77062.0
09/04/2018,77063,19,27,35,77063.0,77063.0
09/04/2018,77065,19,32,25,77065.0,77065.0
09/04/2018,77066,14,30,30,77066.0,77066.0
09/04/2018,77067,31,25,34,77067.0,77067.0
09/04/2018,77068,15,32,30,77068.0,77068.0
09/04/2018,77069,22,30,27,77069.0,77069.0
09/04/2018,77070,15,30,32,77070.0,77070.0
09/04/2018,77071,10,39,22,77071.0,77071.0
09/04/2018,77072,13,29,30,77072.0,77072.0
09/04/2018,77073,13,30,30,77073.0,77073.0
09/04/2018,77075,27,24,40,77075.0,77075.0
09/04/2018,77076,13,32,30,77076.0,77076.0
09/04/2018,77077,18,32,39,77077.0,77077.0
09/04/2018,77078,13,33,32,77078.0,77078.0
09/04/2018,77079,15,36,24,77079.0,77079.0
09/04/2018,77080,14,30,32,77080.0,77080.0
09/04/2018,77081,28,22,35,77081.0,77081.0
09/04/2018,77082,25,25,34,77082.0,77082.0
09/04/2018,77083,40,20,44,77083.0,77083.0
09/04/2018,77084,15,32,35,77084.0,77084.0
09/04/2018,77085,30,22,42,77085.0,77085.0
09/04/2018,77086,22,29,30,77086.0,77086.0
09/04/2018,77087,19,28,35,77087.0,77087.0
09/04/2018,77088,9,39,20,77088.0,77088.0
09/04/2018,77089,18,33,30,77089.0,77089.0
09/04/2018,77090,15,31,32,77090.0,77090.0
09/04/2018,77091,25,22,37,77091.0,77091.0
09/04/2018,77093,13,30,29,77093.0,77093.0
09/04/2018,77094,25,28,40,77094.0,77094.0
09/04/2018,77095,27,29,40,77095.0,77095.0
09/04/2018,77096,23,28,29,77096.0,77096.0
09/04/2018,77097,14,30,30,77097.0,77097.0
09/04/2018,77098,16,30,32,77098.0,77098.0
09/04/2018,77099,10,39,22,77099.0,77099.0
09/04/2018,77100,22,30,29,77100.0,77100.0
09/04/2018,77101,13,37,29,77101.0,77101.0
09/04/2018,77102,9,39,22,77102.0,77102.0
09/04/2018,77103,23,27,30,77103.0,77103.0
09/04/2018,77104,27,22,37,77104.0,77104.0
09/04/2018,77106,14,30,32,77106.0,77106.0
09/04/2018,77107,26,24,37,77107.0,77107.0
09/04/2018,77108,39,21,44,77108.0,77108.0
09/04/2018,77109,16,30,32,77109.0,77109.0
09/04/2018,77110,10,39,22,77110.0,77110.0
09/04/2018,77111,28,23,40,77111.0,77111.0
09/04/2018,77112,9,39,20,77112.0,77112.0
09/04/2018,77113,15,30,32,77113.0,77113.0
09/04/2018,77114,35,20,40,77114.0,77114.0
09/04/2018,77115,10,38,24,77115.0,77115.0
09/04/2018,77116,15,30,32,77116.0,77116.0
09/04/2018,77117,12,32,30,77117.0,77117.0
09/04/2018,77118,34,26,42,77118.0,77118.0
09/04/2018,77119,18,29,32,77119.0,77119.0
09/04/2018,77120,13,33,34,77120.0,77120.0
09/04/2018,77121,34,19,44,77121.0,77121.0
09/04/2018,77122,37,22,37,77122.0,77122.0
09/04/2018,77123,31,27,42,77123.0,77123.0
09/04/2018,77124,31,21,42,77124.0,77124.0
09/04/2018,77125,23,26,40,77125.0,77125.0
09/04/2018,77126,15,33,35,77126.0,77126.0
09/04/2018,77127,32,20,39,77127.0,77127.0
09/04/2018,77128,22,26,39,77128.0,77128.0
09/04/2018,77129,11,34,34,77129.0,77129.0
09/04/2018,77130,19,28,37,77130.0,77130.0
09/04/2018,77131,16,30,34,77131.0,77131.0
09/04/2018,77132,26,25,40,77132.0,77132.0
09/04/2018,77133,13,37,27,77133.0,77133.0
09/04/2018,77134,14,30,32,77134.0,77134.0
09/04/2018,77135,20,27,35,77135.0,77135.0
09/04/2018,77136,30,21,39,77136.0,77136.0
09/04/2018,77137,14,30,32,77137.0,77137.0
09/04/2018,77138,22,25,35,77138.0,77138.0
09/04/2018,77139,37,21,44,77139.0,77139.0
09/04/2018,77140,16,34,29,77140.0,77140.0
09/04/2018,77141,24,25,39,77141.0,77141.0
09/04/2018,77142,21,28,37,77142.0,77142.0
09/04/2018,77143,19,30,39,77143.0,77143.0
09/04/2018,77144,22,25,37,77144.0,77144.0
09/04/2018,77145,28,23,35,77145.0,77145.0
09/04/2018,77146,37,19,44,77146.0,77146.0
09/04/2018,77147,17,30,32,77147.0,77147.0
09/04/2018,77148,12,34,34,77148.0,77148.0
09/04/2018,77149,15,30,32,77149.0,77149.0
09/04/2018,77150,22,32,40,77150.0,77150.0
09/04/2018,77151,15,30,32,77151.0,77151.0
09/04/2018,77152,27,27,30,77152.0,77152.0
09/04/2018,77153,26,32,40,77153.0,77153.0
09/04/2018,77154,23,25,37,77154.0,77154.0
09/04/2018,77155,29,24,42,77155.0,77155.0
09/04/2018,77156,9,39,22,77156.0,77156.0
09/04/2018,77157,12,34,32,77157.0,77157.0
09/04/2018,77158,10,38,24,77158.0,77158.0
09/04/2018,77159,15,34,30,77159.0,77159.0
09/04/2018,77161,11,38,24,77161.0,77161.0
09/04/2018,77162,14,31,32,77162.0,77162.0
09/04/2018,77163,15,33,37,77163.0,77163.0
09/04/2018,77164,17,35,29,77164.0,77164.0
09/04/2018,77165,19,32,29,77165.0,77165.0
09/04/2018,77166,13,38,24,77166.0,77166.0
09/04/2018,77167,14,36,29,77167.0,77167.0
09/04/2018,77168,10,38,24,77168.0,77168.0
09/04/2018,77169,39,19,44,77169.0,77169.0
09/04/2018,77170,11,38,22,77170.0,77170.0
09/04/2018,77171,24,25,40,77171.0,77171.0
09/04/2018,77172,12,38,25,77172.0,77172.0
09/04/2018,77173,16,33,37,77173.0,77173.0
09/04/2018,77174,12,33,30,77174.0,77174.0
09/04/2018,77175,35,22,39,77175.0,77175.0
09/04/2018,77176,19,28,35,77176.0,77176.0
09/04/2018,77177,31,21,40,77177.0,77177.0
09/04/2018,77178,9,39,22,77178.0,77178.0
09/04/2018,77179,18,32,27,77179.0,77179.0
09/04/2018,77180,37,20,40,77180.0,77180.0
09/04/2018,77181,33,20,42,77181.0,77181.0
09/04/2018,77182,14,30,30,77182.0,77182.0
09/04/2018,77183,13,33,32,77183.0,77183.0
09/04/2018,77184,11,38,24,77184.0,77184.0
09/04/2018,77185,19,33,25,77185.0,77185.0
09/04/2018,77186,23,38,27,77186.0,77186.0
09/04/2018,77187,11,30,30,77187.0,77187.0
09/04/2018,77188,22,31,29,77188.0,77188.0
09/04/2018,77190,17,32,30,77190.0,77190.0
09/04/2018,77191,19,31,30,77191.0,77191.0
09/04/2018,77192,25,24,37,77192.0,77192.0
09/04/2018,77193,18,33,39,77193.0,77193.0
09/04/2018,77194,15,37,27,77194.0,77194.0
09/04/2018,77195,26,23,34,77195.0,77195.0
09/04/2018,77196,28,26,42,77196.0,77196.0
09/04/2018,77197,15,30,32,77197.0,77197.0
09/04/2018,77198,9,39,20,77198.0,77198.0
09/04/2018,77199,18,30,37,77199.0,77199.0
09/04/2018,77200,9,39,20,77200.0,77200.0
09/04/2018,77201,18,29,34,77201.0,77201.0
09/04/2018,77202,11,39,22,77202.0,77202.0
09/04/2018,77203,16,32,37,77203.0,77203.0
09/04/2018,77204,11,34,32,77204.0,77204.0
09/04/2018,77205,19,33,39,77205.0,77205.0
09/04/2018,77206,17,30,35,77206.0,77206.0
09/04/2018,77207,10,39,22,77207.0,77207.0
09/04/2018,77208,13,32,30,77208.0,77208.0
09/04/2018,77209,33,20,42,77209.0,77209.0
09/04/2018,77210,15,38,25,77210.0,77210.0
09/04/2018,77211,19,29,32,77211.0,77211.0
09/04/2018,77212,12,37,27,77212.0,77212.0
09/04/2018,77214,32,25,42,77214.0,77214.0
09/04/2018,77215,32,20,40,77215.0,77215.0
09/04/2018,77216,10,39,22,77216.0,77216.0
09/04/2018,77217,34,20,39,77217.0,77217.0
09/04/2018,77218,12,32,30,77218.0,77218.0
09/04/2018,77219,21,28,37,77219.0,77219.0
09/04/2018,77220,9,39,20,77220.0,77220.0
09/04/2018,77221,32,20,42,77221.0,77221.0
09/04/2018,77222,26,23,35,77222.0,77222.0
09/04/2018,77223,15,34,30,77223.0,77223.0
09/04/2018,77224,20,26,35,77224.0,77224.0
09/04/2018,77225,18,30,35,77225.0,77225.0
09/04/2018,77226,17,34,25,77226.0,77226.0
09/04/2018,77227,12,30,30,77227.0,77227.0
09/04/2018,77228,12,30,29,77228.0,77228.0
09/04/2018,77229,24,23,37,77229.0,77229.0
09/04/2018,77230,9,39,22,77230.0,77230.0
09/04/2018,77231,15,33,35,77231.0,77231.0
09/04/2018,77232,24,27,40,77232.0,77232.0
09/04/2018,77233,22,31,40,77233.0,77233.0
09/04/2018,77234,29,26,42,77234.0,77234.0
09/04/2018,77235,15,33,34,77235.0,77235.0
09/04/2018,77236,12,33,30,77236.0,77236.0
09/04/2018,77237,29,22,40,77237.0,77237.0
09/04/2018,77238,16,32,34,77238.0,77238.0
09/04/2018,77239,16,30,34,77239.0,77239.0
09/04/2018,77240,14,30,30,77240.0,77240.0
09/04/2018,77241,27,31,40,77241.0,77241.0
09/04/2018,77242,13,32,30,77242.0,77242.0
09/04/2018,77243,33,22,44,77243.0,77243.0
09/04/2018,77244,9,39,20,77244.0,77244.0
09/04/2018,77245,17,36,29,77245.0,77245.0
09/04/2018,77246,13,29,30,77246.0,77246.0
09/04/2018,77247,13,30,29,77247.0,77247.0
09/04/2018,77248,25,27,40,77248.0,77248.0
09/04/2018,77249,38,20,42,77249.0,77249.0
09/04/2018,77250,14,30,30,77250.0,77250.0
09/04/2018,77251,35,24,35,77251.0,77251.0
09/04/2018,77252,32,22,35,77252.0,77252.0
09/04/2018,77253,30,22,35,77253.0,77253.0
09/04/2018,77254,28,21,39,77254.0,77254.0
09/04/2018,77255,24,27,29,77255.0,77255.0
09/04/2018,77256,15,31,30,77256.0,77256.0
09/04/2018,77257,14,34,35,77257.0,77257.0
09/04/2018,77258,37,19,44,77258.0,77258.0
09/04/2018,77259,25,31,40,77259.0,77259.0
09/04/2018,77260,13,31,30,77260.0,77260.0
09/04/2018,77261,10,38,24,77261.0,77261.0
09/04/2018,77262,13,29,29,77262.0,77262.0
09/04/2018,77263,13,33,30,77263.0,77263.0
09/04/2018,77264,21,27,35,77264.0,77264.0
09/04/2018,77265,12,33,32,77265.0,77265.0
09/04/2018,77266,18,35,27,77266.0,77266.0
09/04/2018,77267,9,39,22,77267.0,77267.0
09/04/2018,77268,26,24,40,77268.0,77268.0
09/04/2018,77269,28,24,32,77269.0,77269.0
09/04/2018,77270,18,29,35,77270.0,77270.0
09/04/2018,77271,9,39,22,77271.0,77271.0
09/04/2018,77272,16,31,32,77272.0,77272.0
09/04/2018,77273,22,33,39,77273.0,77273.0
09/04/2018,77274,17,33,39,77274.0,77274.0
09/04/2018,77275,14,30,30,77275.0,77275.0
09/04/2018,77276,21,28,39,77276.0,77276.0
09/04/2018,77277,24,24,37,77277.0,77277.0
09/04/2018,77278,15,30,32,77278.0,77278.0
09/04/2018,77279,13,38,27,77279.0,77279.0
09/04/2018,77280,14,33,34,77280.0,77280.0
09/04/2018,77281,17,28,34,77281.0,77281.0
09/04/2018,77282,31,29,42,77282.0,77282.0
09/04/2018,77283,13,34,35,77283.0,77283.0
09/04/2018,77284,19,30,39,77284.0,77284.0
09/04/2018,77285,29,25,32,77285.0,77285.0
09/04/2018,77286,16,32,30,77286.0,77286.0
09/04/2018,77287,12,29,27,77287.0,77287.0
09/04/2018,77288,29,25,32,77288.0,77288.0
09/04/2018,77289,13,30,30,77289.0,77289.0
09/04/2018,77290,12,33,30,77290.0,77290.0
09/04/2018,77291,32,28,42,77291.0,77291.0
09/04/2018,77292,31,28,42,77292.0,77292.0
09/04/2018,77293,11,38,27,77293.0,77293.0
09/04/2018,77294,36,26,42,77294.0,77294.0
09/04/2018,77295,27,25,32,77295.0,77295.0
09/04/2018,77296,34,23,37,77296.0,77296.0
09/04/2018,77297,10,39,22,77297.0,77297.0
09/04/2018,77298,14,33,30,77298.0,77298.0
09/04/2018,77299,12,38,24,77299.0,77299.0
09/04/2018,77300,16,31,35,77300.0,77300.0
09/04/2018,77301,13,29,29,77301.0,77301.0
09/04/2018,77302,10,39,22,77302.0,77302.0
09/04/2018,77303,12,29,27,77303.0,77303.0
09/04/2018,77304,11,29,27,77304.0,77304.0
09/04/2018,77305,13,38,25,77305.0,77305.0
09/04/2018,77306,31,23,35,77306.0,77306.0
09/04/2018,77307,30,22,42,77307.0,77307.0
09/04/2018,77308,25,33,40,77308.0,77308.0
09/04/2018,77309,21,32,39,77309.0,77309.0
09/04/2018,77310,11,35,29,77310.0,77310.0
09/04/2018,77311,15,35,29,77311.0,77311.0
09/04/2018,77312,11,38,22,77312.0,77312.0
09/04/2018,77313,11,38,24,77313.0,77313.0
09/04/2018,77314,12,29,27,77314.0,77314.0
09/04/2018,77315,24,25,40,77315.0,77315.0
09/04/2018,77316,13,38,24,77316.0,77316.0
09/04/2018,77317,22,27,34,77317.0,77317.0
09/04/2018,77318,23,25,37,77318.0,77318.0
09/04/2018,77319,14,30,32,77319.0,77319.0
09/04/2018,77320,17,30,35,77320.0,77320.0
09/04/2018,77321,12,35,29,77321.0,77321.0
09/04/2018,77322,27,32,40,77322.0,77322.0
09/04/2018,77323,27,30,40,77323.0,77323.0
09/04/2018,77325,12,34,30,77325.0,77325.0
09/04/2018,77326,31,25,34,77326.0,77326.0
09/04/2018,77327,18,30,32,77327.0,77327.0
09/04/2018,77328,10,38,20,77328.0,77328.0
09/04/2018,77329,10,39,22,77329.0,77329.0
09/04/2018,77330,20,29,39,77330.0,77330.0
09/04/2018,77331,11,33,30,77331.0,77331.0
09/04/2018,77332,28,30,40,77332.0,77332.0
09/04/2018,77333,9,39,22,77333.0,77333.0
09/04/2018,77335,22,30,40,77335.0,77335.0
09/04/2018,77336,27,23,39,77336.0,77336.0
09/04/2018,77337,37,19,44,77337.0,77337.0
09/04/2018,77338,12,38,24,77338.0,77338.0
09/04/2018,77339,13,37,22,77339.0,77339.0
09/04/2018,77340,10,39,22,77340.0,77340.0
09/04/2018,77341,12,31,30,77341.0,77341.0
09/04/2018,77342,9,39,20,77342.0,77342.0
09/04/2018,77343,13,34,34,77343.0,77343.0
09/04/2018,77344,19,33,39,77344.0,77344.0
09/04/2018,77345,13,32,30,77345.0,77345.0
09/04/2018,77347,13,33,30,77347.0,77347.0
09/04/2018,77348,9,39,22,77348.0,77348.0
09/04/2018,77349,24,32,40,77349.0,77349.0
09/04/2018,77350,36,19,42,77350.0,77350.0
09/04/2018,77352,28,22,37,77352.0,77352.0
09/04/2018,77353,10,38,22,77353.0,77353.0
