date,ninsee,no2,o3,pm10,code_commune,commune_std
18/04/2018,75120,49,53,50,75120.0,75120.0
18/04/2018,77001,10,57,32,77001.0,77001.0
18/04/2018,77002,14,52,34,77002.0,77002.0
18/04/2018,77003,9,57,32,77003.0,77003.0
18/04/2018,77004,19,54,35,77004.0,77004.0
18/04/2018,77005,26,56,37,77005.0,77005.0
18/04/2018,77006,12,56,34,77006.0,77006.0
18/04/2018,77007,17,53,35,77007.0,77007.0
18/04/2018,77008,13,55,34,77008.0,77008.0
18/04/2018,77009,9,59,32,77009.0,77009.0
18/04/2018,77010,17,54,35,77010.0,77010.0
18/04/2018,77011,9,60,34,77011.0,77011.0
18/04/2018,77012,12,52,35,77012.0,77012.0
18/04/2018,77013,14,53,34,77013.0,77013.0
18/04/2018,77014,11,58,35,77014.0,77014.0
18/04/2018,77015,10,53,37,77015.0,77015.0
18/04/2018,77016,9,60,34,77016.0,77016.0
18/04/2018,77018,22,54,35,77018.0,77018.0
18/04/2018,77019,11,58,37,77019.0,77019.0
18/04/2018,77020,13,53,35,77020.0,77020.0
18/04/2018,77021,10,60,37,77021.0,77021.0
18/04/2018,77022,15,56,34,77022.0,77022.0
18/04/2018,77023,14,56,34,77023.0,77023.0
18/04/2018,77024,11,53,34,77024.0,77024.0
18/04/2018,77025,11,57,37,77025.0,77025.0
18/04/2018,77026,12,52,35,77026.0,77026.0
18/04/2018,77027,10,58,32,77027.0,77027.0
18/04/2018,77028,14,52,34,77028.0,77028.0
18/04/2018,77029,18,53,35,77029.0,77029.0
18/04/2018,77030,11,53,34,77030.0,77030.0
18/04/2018,77031,17,53,35,77031.0,77031.0
18/04/2018,77032,12,52,35,77032.0,77032.0
18/04/2018,77033,12,53,35,77033.0,77033.0
18/04/2018,77034,18,55,35,77034.0,77034.0
18/04/2018,77035,10,60,34,77035.0,77035.0
18/04/2018,77036,12,53,35,77036.0,77036.0
18/04/2018,77037,16,57,35,77037.0,77037.0
18/04/2018,77038,20,55,35,77038.0,77038.0
18/04/2018,77039,21,55,35,77039.0,77039.0
18/04/2018,77040,21,55,34,77040.0,77040.0
18/04/2018,77041,10,55,30,77041.0,77041.0
18/04/2018,77042,13,53,34,77042.0,77042.0
18/04/2018,77043,11,53,34,77043.0,77043.0
18/04/2018,77044,16,55,35,77044.0,77044.0
18/04/2018,77045,9,60,34,77045.0,77045.0
18/04/2018,77046,9,55,30,77046.0,77046.0
18/04/2018,77047,17,55,34,77047.0,77047.0
18/04/2018,77048,9,60,34,77048.0,77048.0
18/04/2018,77049,16,55,34,77049.0,77049.0
18/04/2018,77050,10,59,32,77050.0,77050.0
18/04/2018,77051,11,55,37,77051.0,77051.0
18/04/2018,77052,15,55,35,77052.0,77052.0
18/04/2018,77053,30,54,35,77053.0,77053.0
18/04/2018,77054,10,60,35,77054.0,77054.0
18/04/2018,77055,31,55,39,77055.0,77055.0
18/04/2018,77056,9,57,32,77056.0,77056.0
18/04/2018,77057,11,53,34,77057.0,77057.0
18/04/2018,77058,31,54,37,77058.0,77058.0
18/04/2018,77059,32,54,37,77059.0,77059.0
18/04/2018,77060,10,55,30,77060.0,77060.0
18/04/2018,77061,11,60,37,77061.0,77061.0
18/04/2018,77062,25,55,35,77062.0,77062.0
18/04/2018,77063,16,53,34,77063.0,77063.0
18/04/2018,77065,15,54,32,77065.0,77065.0
18/04/2018,77066,12,52,35,77066.0,77066.0
18/04/2018,77067,23,55,35,77067.0,77067.0
18/04/2018,77068,12,55,37,77068.0,77068.0
18/04/2018,77069,16,56,34,77069.0,77069.0
18/04/2018,77070,13,53,34,77070.0,77070.0
18/04/2018,77071,10,60,34,77071.0,77071.0
18/04/2018,77072,12,52,35,77072.0,77072.0
18/04/2018,77073,11,53,37,77073.0,77073.0
18/04/2018,77075,22,55,35,77075.0,77075.0
18/04/2018,77076,11,54,37,77076.0,77076.0
18/04/2018,77077,14,56,34,77077.0,77077.0
18/04/2018,77078,11,55,34,77078.0,77078.0
18/04/2018,77079,12,60,35,77079.0,77079.0
18/04/2018,77080,12,53,35,77080.0,77080.0
18/04/2018,77081,21,54,35,77081.0,77081.0
18/04/2018,77082,18,55,35,77082.0,77082.0
18/04/2018,77083,38,54,40,77083.0,77083.0
18/04/2018,77084,13,55,34,77084.0,77084.0
18/04/2018,77085,26,55,35,77085.0,77085.0
18/04/2018,77086,16,56,35,77086.0,77086.0
18/04/2018,77087,16,53,35,77087.0,77087.0
18/04/2018,77088,9,58,32,77088.0,77088.0
18/04/2018,77089,13,57,37,77089.0,77089.0
18/04/2018,77090,12,54,35,77090.0,77090.0
18/04/2018,77091,20,53,34,77091.0,77091.0
18/04/2018,77093,11,53,35,77093.0,77093.0
18/04/2018,77094,20,56,35,77094.0,77094.0
18/04/2018,77095,21,56,35,77095.0,77095.0
18/04/2018,77096,17,56,35,77096.0,77096.0
18/04/2018,77097,12,52,34,77097.0,77097.0
18/04/2018,77098,13,54,35,77098.0,77098.0
18/04/2018,77099,10,60,32,77099.0,77099.0
18/04/2018,77100,16,57,35,77100.0,77100.0
18/04/2018,77101,11,58,37,77101.0,77101.0
18/04/2018,77102,9,60,34,77102.0,77102.0
18/04/2018,77103,17,56,35,77103.0,77103.0
18/04/2018,77104,21,53,35,77104.0,77104.0
18/04/2018,77106,12,53,34,77106.0,77106.0
18/04/2018,77107,19,53,35,77107.0,77107.0
18/04/2018,77108,37,55,42,77108.0,77108.0
18/04/2018,77109,13,53,35,77109.0,77109.0
18/04/2018,77110,10,60,32,77110.0,77110.0
18/04/2018,77111,23,55,35,77111.0,77111.0
18/04/2018,77112,9,59,34,77112.0,77112.0
18/04/2018,77113,13,52,34,77113.0,77113.0
18/04/2018,77114,29,54,35,77114.0,77114.0
18/04/2018,77115,10,60,34,77115.0,77115.0
18/04/2018,77116,13,53,34,77116.0,77116.0
18/04/2018,77117,11,54,34,77117.0,77117.0
18/04/2018,77118,27,56,37,77118.0,77118.0
18/04/2018,77119,14,54,35,77119.0,77119.0
18/04/2018,77120,11,55,34,77120.0,77120.0
18/04/2018,77121,31,54,37,77121.0,77121.0
18/04/2018,77122,30,54,35,77122.0,77122.0
18/04/2018,77123,22,56,37,77123.0,77123.0
18/04/2018,77124,27,54,35,77124.0,77124.0
18/04/2018,77125,18,55,35,77125.0,77125.0
18/04/2018,77126,13,56,34,77126.0,77126.0
18/04/2018,77127,25,54,35,77127.0,77127.0
18/04/2018,77128,18,55,34,77128.0,77128.0
18/04/2018,77129,11,56,34,77129.0,77129.0
18/04/2018,77130,15,54,34,77130.0,77130.0
18/04/2018,77131,14,53,34,77131.0,77131.0
18/04/2018,77132,22,55,35,77132.0,77132.0
18/04/2018,77133,11,59,37,77133.0,77133.0
18/04/2018,77134,12,53,35,77134.0,77134.0
18/04/2018,77135,16,53,35,77135.0,77135.0
18/04/2018,77136,23,54,35,77136.0,77136.0
18/04/2018,77137,12,52,35,77137.0,77137.0
18/04/2018,77138,17,53,35,77138.0,77138.0
18/04/2018,77139,32,55,40,77139.0,77139.0
18/04/2018,77140,12,58,37,77140.0,77140.0
18/04/2018,77141,19,54,34,77141.0,77141.0
18/04/2018,77142,17,54,34,77142.0,77142.0
18/04/2018,77143,15,56,34,77143.0,77143.0
18/04/2018,77144,18,53,34,77144.0,77144.0
18/04/2018,77145,20,55,35,77145.0,77145.0
18/04/2018,77146,34,54,37,77146.0,77146.0
18/04/2018,77147,14,54,35,77147.0,77147.0
18/04/2018,77148,11,56,34,77148.0,77148.0
18/04/2018,77149,13,53,35,77149.0,77149.0
18/04/2018,77150,16,56,35,77150.0,77150.0
18/04/2018,77151,13,52,35,77151.0,77151.0
18/04/2018,77152,20,56,35,77152.0,77152.0
18/04/2018,77153,18,56,35,77153.0,77153.0
18/04/2018,77154,18,53,34,77154.0,77154.0
18/04/2018,77155,25,55,35,77155.0,77155.0
18/04/2018,77156,9,61,34,77156.0,77156.0
18/04/2018,77157,11,56,34,77157.0,77157.0
18/04/2018,77158,10,60,35,77158.0,77158.0
18/04/2018,77159,12,56,37,77159.0,77159.0
18/04/2018,77161,10,61,35,77161.0,77161.0
18/04/2018,77162,12,53,34,77162.0,77162.0
18/04/2018,77163,12,56,34,77163.0,77163.0
18/04/2018,77164,13,58,37,77164.0,77164.0
18/04/2018,77165,14,57,35,77165.0,77165.0
18/04/2018,77166,11,60,35,77166.0,77166.0
18/04/2018,77167,11,57,37,77167.0,77167.0
18/04/2018,77168,10,60,34,77168.0,77168.0
18/04/2018,77169,38,54,39,77169.0,77169.0
18/04/2018,77170,10,61,35,77170.0,77170.0
18/04/2018,77171,19,55,35,77171.0,77171.0
18/04/2018,77172,10,60,35,77172.0,77172.0
18/04/2018,77173,13,56,34,77173.0,77173.0
18/04/2018,77174,11,54,37,77174.0,77174.0
18/04/2018,77175,28,54,35,77175.0,77175.0
18/04/2018,77176,16,53,34,77176.0,77176.0
18/04/2018,77177,27,54,35,77177.0,77177.0
18/04/2018,77178,9,60,34,77178.0,77178.0
18/04/2018,77179,14,58,35,77179.0,77179.0
18/04/2018,77180,31,54,35,77180.0,77180.0
18/04/2018,77181,30,54,35,77181.0,77181.0
18/04/2018,77182,11,53,34,77182.0,77182.0
18/04/2018,77183,12,54,34,77183.0,77183.0
18/04/2018,77184,10,60,35,77184.0,77184.0
18/04/2018,77185,15,55,34,77185.0,77185.0
18/04/2018,77186,17,60,35,77186.0,77186.0
18/04/2018,77187,11,53,37,77187.0,77187.0
18/04/2018,77188,16,57,35,77188.0,77188.0
18/04/2018,77190,13,56,37,77190.0,77190.0
18/04/2018,77191,14,57,35,77191.0,77191.0
18/04/2018,77192,19,53,35,77192.0,77192.0
18/04/2018,77193,13,57,34,77193.0,77193.0
18/04/2018,77194,12,60,37,77194.0,77194.0
18/04/2018,77195,19,55,35,77195.0,77195.0
18/04/2018,77196,22,56,35,77196.0,77196.0
18/04/2018,77197,12,52,35,77197.0,77197.0
18/04/2018,77198,9,57,32,77198.0,77198.0
18/04/2018,77199,15,55,34,77199.0,77199.0
18/04/2018,77200,9,58,32,77200.0,77200.0
18/04/2018,77201,15,53,35,77201.0,77201.0
18/04/2018,77202,9,61,35,77202.0,77202.0
18/04/2018,77203,13,56,34,77203.0,77203.0
18/04/2018,77204,10,56,34,77204.0,77204.0
18/04/2018,77205,14,56,34,77205.0,77205.0
18/04/2018,77206,14,53,34,77206.0,77206.0
18/04/2018,77207,10,59,32,77207.0,77207.0
18/04/2018,77208,11,54,37,77208.0,77208.0
18/04/2018,77209,29,54,37,77209.0,77209.0
18/04/2018,77210,12,60,37,77210.0,77210.0
18/04/2018,77211,15,55,35,77211.0,77211.0
18/04/2018,77212,11,58,37,77212.0,77212.0
18/04/2018,77214,24,56,37,77214.0,77214.0
18/04/2018,77215,27,54,35,77215.0,77215.0
18/04/2018,77216,9,60,34,77216.0,77216.0
18/04/2018,77217,27,54,35,77217.0,77217.0
18/04/2018,77218,11,54,37,77218.0,77218.0
18/04/2018,77219,16,53,34,77219.0,77219.0
18/04/2018,77220,9,58,32,77220.0,77220.0
18/04/2018,77221,28,54,35,77221.0,77221.0
18/04/2018,77222,19,54,35,77222.0,77222.0
18/04/2018,77223,12,57,37,77223.0,77223.0
18/04/2018,77224,16,53,34,77224.0,77224.0
18/04/2018,77225,15,54,34,77225.0,77225.0
18/04/2018,77226,13,58,35,77226.0,77226.0
18/04/2018,77227,11,53,37,77227.0,77227.0
18/04/2018,77228,11,53,34,77228.0,77228.0
18/04/2018,77229,19,53,34,77229.0,77229.0
18/04/2018,77230,9,58,32,77230.0,77230.0
18/04/2018,77231,13,55,34,77231.0,77231.0
18/04/2018,77232,19,56,35,77232.0,77232.0
18/04/2018,77233,17,56,35,77233.0,77233.0
18/04/2018,77234,24,56,35,77234.0,77234.0
18/04/2018,77235,12,55,34,77235.0,77235.0
18/04/2018,77236,11,55,37,77236.0,77236.0
18/04/2018,77237,25,54,35,77237.0,77237.0
18/04/2018,77238,14,54,34,77238.0,77238.0
18/04/2018,77239,14,53,35,77239.0,77239.0
18/04/2018,77240,12,53,34,77240.0,77240.0
18/04/2018,77241,19,56,35,77241.0,77241.0
18/04/2018,77242,11,54,37,77242.0,77242.0
18/04/2018,77243,29,55,37,77243.0,77243.0
18/04/2018,77244,9,60,34,77244.0,77244.0
18/04/2018,77245,13,59,37,77245.0,77245.0
18/04/2018,77246,12,52,35,77246.0,77246.0
18/04/2018,77247,11,53,35,77247.0,77247.0
18/04/2018,77248,20,56,35,77248.0,77248.0
18/04/2018,77249,34,54,37,77249.0,77249.0
18/04/2018,77250,12,52,34,77250.0,77250.0
18/04/2018,77251,28,55,35,77251.0,77251.0
18/04/2018,77252,24,55,35,77252.0,77252.0
18/04/2018,77253,23,55,35,77253.0,77253.0
18/04/2018,77254,22,53,35,77254.0,77254.0
18/04/2018,77255,18,56,35,77255.0,77255.0
18/04/2018,77256,12,54,37,77256.0,77256.0
18/04/2018,77257,12,56,34,77257.0,77257.0
18/04/2018,77258,35,54,39,77258.0,77258.0
18/04/2018,77259,18,56,35,77259.0,77259.0
18/04/2018,77260,11,54,37,77260.0,77260.0
18/04/2018,77261,10,60,34,77261.0,77261.0
18/04/2018,77262,12,52,35,77262.0,77262.0
18/04/2018,77263,11,56,37,77263.0,77263.0
18/04/2018,77264,17,53,35,77264.0,77264.0
18/04/2018,77265,11,55,34,77265.0,77265.0
18/04/2018,77266,13,59,35,77266.0,77266.0
18/04/2018,77267,9,60,34,77267.0,77267.0
18/04/2018,77268,21,55,35,77268.0,77268.0
18/04/2018,77269,20,55,35,77269.0,77269.0
18/04/2018,77270,15,53,34,77270.0,77270.0
18/04/2018,77271,9,60,32,77271.0,77271.0
18/04/2018,77272,12,54,37,77272.0,77272.0
18/04/2018,77273,16,57,35,77273.0,77273.0
18/04/2018,77274,13,56,34,77274.0,77274.0
18/04/2018,77275,12,52,35,77275.0,77275.0
18/04/2018,77276,17,56,34,77276.0,77276.0
18/04/2018,77277,19,53,35,77277.0,77277.0
18/04/2018,77278,13,52,34,77278.0,77278.0
18/04/2018,77279,11,60,37,77279.0,77279.0
18/04/2018,77280,12,55,34,77280.0,77280.0
18/04/2018,77281,14,52,34,77281.0,77281.0
18/04/2018,77282,25,56,39,77282.0,77282.0
18/04/2018,77283,11,56,34,77283.0,77283.0
18/04/2018,77284,15,56,34,77284.0,77284.0
18/04/2018,77285,21,55,35,77285.0,77285.0
18/04/2018,77286,12,56,37,77286.0,77286.0
18/04/2018,77287,11,53,35,77287.0,77287.0
18/04/2018,77288,21,56,35,77288.0,77288.0
18/04/2018,77289,11,53,37,77289.0,77289.0
18/04/2018,77290,11,54,34,77290.0,77290.0
18/04/2018,77291,24,56,39,77291.0,77291.0
18/04/2018,77292,23,56,35,77292.0,77292.0
18/04/2018,77293,10,59,37,77293.0,77293.0
18/04/2018,77294,28,56,40,77294.0,77294.0
18/04/2018,77295,20,55,35,77295.0,77295.0
18/04/2018,77296,27,55,35,77296.0,77296.0
18/04/2018,77297,10,60,32,77297.0,77297.0
18/04/2018,77298,12,56,37,77298.0,77298.0
18/04/2018,77299,10,60,35,77299.0,77299.0
18/04/2018,77300,14,54,34,77300.0,77300.0
18/04/2018,77301,11,52,35,77301.0,77301.0
18/04/2018,77302,9,60,34,77302.0,77302.0
18/04/2018,77303,11,53,35,77303.0,77303.0
18/04/2018,77304,10,52,35,77304.0,77304.0
18/04/2018,77305,11,60,37,77305.0,77305.0
18/04/2018,77306,23,55,35,77306.0,77306.0
18/04/2018,77307,25,55,35,77307.0,77307.0
18/04/2018,77308,18,57,35,77308.0,77308.0
18/04/2018,77309,16,56,35,77309.0,77309.0
18/04/2018,77310,10,56,37,77310.0,77310.0
18/04/2018,77311,12,58,37,77311.0,77311.0
18/04/2018,77312,10,60,35,77312.0,77312.0
18/04/2018,77313,10,60,35,77313.0,77313.0
18/04/2018,77314,11,53,35,77314.0,77314.0
18/04/2018,77315,20,55,35,77315.0,77315.0
18/04/2018,77316,11,60,35,77316.0,77316.0
18/04/2018,77317,17,54,35,77317.0,77317.0
18/04/2018,77318,18,53,34,77318.0,77318.0
18/04/2018,77319,12,53,35,77319.0,77319.0
18/04/2018,77320,15,53,34,77320.0,77320.0
18/04/2018,77321,11,56,37,77321.0,77321.0
18/04/2018,77322,20,56,37,77322.0,77322.0
18/04/2018,77323,20,56,37,77323.0,77323.0
18/04/2018,77325,11,56,37,77325.0,77325.0
18/04/2018,77326,26,55,34,77326.0,77326.0
18/04/2018,77327,14,56,35,77327.0,77327.0
18/04/2018,77328,10,53,30,77328.0,77328.0
18/04/2018,77329,9,61,34,77329.0,77329.0
18/04/2018,77330,16,56,34,77330.0,77330.0
18/04/2018,77331,11,54,34,77331.0,77331.0
18/04/2018,77332,20,56,35,77332.0,77332.0
18/04/2018,77333,9,60,34,77333.0,77333.0
18/04/2018,77335,17,56,35,77335.0,77335.0
18/04/2018,77336,22,53,34,77336.0,77336.0
18/04/2018,77337,35,54,39,77337.0,77337.0
18/04/2018,77338,10,60,35,77338.0,77338.0
18/04/2018,77339,11,56,32,77339.0,77339.0
18/04/2018,77340,9,61,34,77340.0,77340.0
18/04/2018,77341,11,53,37,77341.0,77341.0
18/04/2018,77342,9,59,32,77342.0,77342.0
18/04/2018,77343,11,56,34,77343.0,77343.0
18/04/2018,77344,14,57,35,77344.0,77344.0
18/04/2018,77345,11,53,34,77345.0,77345.0
18/04/2018,77347,11,55,37,77347.0,77347.0
18/04/2018,77348,9,60,34,77348.0,77348.0
18/04/2018,77349,17,56,35,77349.0,77349.0
18/04/2018,77350,31,54,35,77350.0,77350.0
18/04/2018,77352,21,54,35,77352.0,77352.0
18/04/2018,77353,10,60,34,77353.0,77353.0
18/04/2018,77354,13,58,35,77354.0,77354.0
18/04/2018,77355,11,55,37,77355.0,77355.0
18/04/2018,77356,11,53,37,77356.0,77356.0
18/04/2018,77357,14,53,35,77357.0,77357.0
18/04/2018,77358,15,56,34,77358.0,77358.0
18/04/2018,77359,17,55,34,77359.0,77359.0
18/04/2018,77360,16,52,35,77360.0,77360.0
18/04/2018,77361,14,54,34,77361.0,77361.0
18/04/2018,77363,31,55,39,77363.0,77363.0
18/04/2018,77364,17,56,35,77364.0,77364.0
18/04/2018,77365,15,52,35,77365.0,77365.0
18/04/2018,77366,16,56,35,77366.0,77366.0
18/04/2018,77367,12,56,34,77367.0,77367.0
18/04/2018,77368,12,53,35,77368.0,77368.0
18/04/2018,77369,14,56,34,77369.0,77369.0
18/04/2018,77370,9,60,34,77370.0,77370.0
18/04/2018,77371,15,53,34,77371.0,77371.0
18/04/2018,77372,30,55,37,77372.0,77372.0
18/04/2018,77373,36,54,37,77373.0,77373.0
18/04/2018,77374,30,54,35,77374.0,77374.0
18/04/2018,77376,21,56,35,77376.0,77376.0
18/04/2018,77377,26,54,35,77377.0,77377.0
18/04/2018,77378,20,55,34,77378.0,77378.0
18/04/2018,77379,12,53,35,77379.0,77379.0
18/04/2018,77380,12,56,34,77380.0,77380.0
18/04/2018,77381,16,54,35,77381.0,77381.0
18/04/2018,77382,17,55,34,77382.0,77382.0
18/04/2018,77383,13,56,37,77383.0,77383.0
18/04/2018,77384,25,55,35,77384.0,77384.0
18/04/2018,77385,11,53,34,77385.0,77385.0
18/04/2018,77386,9,60,34,77386.0,77386.0
18/04/2018,77387,10,60,34,77387.0,77387.0
18/04/2018,77388,11,54,34,77388.0,77388.0
18/04/2018,77389,19,56,35,77389.0,77389.0
18/04/2018,77390,34,54,37,77390.0,77390.0
18/04/2018,77391,12,53,35,77391.0,77391.0
18/04/2018,77392,16,56,35,77392.0,77392.0
18/04/2018,77393,16,52,35,77393.0,77393.0
18/04/2018,77394,21,55,35,77394.0,77394.0
18/04/2018,77395,9,56,32,77395.0,77395.0
18/04/2018,77396,12,52,35,77396.0,77396.0
18/04/2018,77397,11,54,34,77397.0,77397.0
18/04/2018,77398,11,53,34,77398.0,77398.0
18/04/2018,77399,10,60,34,77399.0,77399.0
18/04/2018,77400,15,53,34,77400.0,77400.0
18/04/2018,77401,11,55,34,77401.0,77401.0
18/04/2018,77402,11,53,34,77402.0,77402.0
18/04/2018,77403,12,53,35,77403.0,77403.0
18/04/2018,77404,12,53,37,77404.0,77404.0
18/04/2018,77405,12,54,34,77405.0,77405.0
18/04/2018,77406,12,53,34,77406.0,77406.0
18/04/2018,77407,24,55,34,77407.0,77407.0
18/04/2018,77408,14,55,34,77408.0,77408.0
18/04/2018,77409,11,59,37,77409.0,77409.0
18/04/2018,77410,21,55,35,77410.0,77410.0
18/04/2018,77411,13,53,34,77411.0,77411.0
18/04/2018,77412,17,54,32,77412.0,77412.0
18/04/2018,77413,19,55,34,77413.0,77413.0
18/04/2018,77414,12,53,35,77414.0,77414.0
18/04/2018,77415,14,55,34,77415.0,77415.0
18/04/2018,77416,13,53,35,77416.0,77416.0
18/04/2018,77417,11,53,34,77417.0,77417.0
18/04/2018,77418,12,54,37,77418.0,77418.0
18/04/2018,77419,11,60,35,77419.0,77419.0
18/04/2018,77420,18,56,35,77420.0,77420.0
18/04/2018,77421,12,52,35,77421.0,77421.0
18/04/2018,77423,11,53,34,77423.0,77423.0
18/04/2018,77424,11,52,35,77424.0,77424.0
18/04/2018,77425,14,56,34,77425.0,77425.0
18/04/2018,77426,17,56,35,77426.0,77426.0
18/04/2018,77427,21,56,35,77427.0,77427.0
18/04/2018,77428,15,55,35,77428.0,77428.0
18/04/2018,77429,11,53,34,77429.0,77429.0
18/04/2018,77430,14,57,35,77430.0,77430.0
18/04/2018,77431,9,60,34,77431.0,77431.0
18/04/2018,77432,12,53,34,77432.0,77432.0
18/04/2018,77433,15,52,34,77433.0,77433.0
18/04/2018,77434,11,56,37,77434.0,77434.0
18/04/2018,77435,19,55,34,77435.0,77435.0
18/04/2018,77436,12,53,34,77436.0,77436.0
18/04/2018,77437,16,57,35,77437.0,77437.0
18/04/2018,77438,30,54,37,77438.0,77438.0
18/04/2018,77439,12,59,37,77439.0,77439.0
18/04/2018,77440,13,54,34,77440.0,77440.0
18/04/2018,77441,14,58,35,77441.0,77441.0
18/04/2018,77442,12,59,35,77442.0,77442.0
18/04/2018,77443,15,54,34,77443.0,77443.0
18/04/2018,77444,11,52,35,77444.0,77444.0
18/04/2018,77445,26,55,35,77445.0,77445.0
18/04/2018,77446,12,54,37,77446.0,77446.0
18/04/2018,77447,23,55,34,77447.0,77447.0
18/04/2018,77448,12,54,34,77448.0,77448.0
18/04/2018,77449,23,54,35,77449.0,77449.0
18/04/2018,77450,32,54,37,77450.0,77450.0
18/04/2018,77451,13,54,34,77451.0,77451.0
18/04/2018,77452,11,56,37,77452.0,77452.0
18/04/2018,77453,18,56,35,77453.0,77453.0
18/04/2018,77454,12,55,37,77454.0,77454.0
18/04/2018,77455,24,54,35,77455.0,77455.0
18/04/2018,77456,11,53,37,77456.0,77456.0
18/04/2018,77457,23,54,35,77457.0,77457.0
18/04/2018,77458,10,60,34,77458.0,77458.0
18/04/2018,77459,11,53,37,77459.0,77459.0
18/04/2018,77460,12,55,34,77460.0,77460.0
18/04/2018,77461,11,55,37,77461.0,77461.0
18/04/2018,77462,22,56,37,77462.0,77462.0
18/04/2018,77463,11,60,35,77463.0,77463.0
18/04/2018,77464,26,55,35,77464.0,77464.0
18/04/2018,77465,10,60,35,77465.0,77465.0
18/04/2018,77466,18,54,34,77466.0,77466.0
18/04/2018,77467,11,59,37,77467.0,77467.0
18/04/2018,77468,34,54,37,77468.0,77468.0
18/04/2018,77469,15,52,35,77469.0,77469.0
18/04/2018,77470,25,53,35,77470.0,77470.0
18/04/2018,77471,10,53,30,77471.0,77471.0
18/04/2018,77472,11,53,34,77472.0,77472.0
18/04/2018,77473,9,61,34,77473.0,77473.0
18/04/2018,77474,20,56,35,77474.0,77474.0
18/04/2018,77475,14,55,34,77475.0,77475.0
18/04/2018,77476,12,56,34,77476.0,77476.0
18/04/2018,77477,9,59,34,77477.0,77477.0
18/04/2018,77478,12,55,34,77478.0,77478.0
18/04/2018,77479,34,55,39,77479.0,77479.0
18/04/2018,77480,12,58,37,77480.0,77480.0
18/04/2018,77481,13,54,35,77481.0,77481.0
18/04/2018,77482,11,60,37,77482.0,77482.0
18/04/2018,77483,13,56,34,77483.0,77483.0
18/04/2018,77484,15,54,34,77484.0,77484.0
18/04/2018,77485,10,56,32,77485.0,77485.0
18/04/2018,77486,14,53,35,77486.0,77486.0
18/04/2018,77487,20,56,35,77487.0,77487.0
18/04/2018,77489,10,60,34,77489.0,77489.0
18/04/2018,77490,11,56,34,77490.0,77490.0
18/04/2018,77491,11,60,35,77491.0,77491.0
18/04/2018,77492,11,53,34,77492.0,77492.0
18/04/2018,77493,19,53,35,77493.0,77493.0
18/04/2018,77494,12,60,37,77494.0,77494.0
18/04/2018,77495,24,55,35,77495.0,77495.0
18/04/2018,77496,13,54,35,77496.0,77496.0
18/04/2018,77498,18,56,35,77498.0,77498.0
18/04/2018,77500,10,60,34,77500.0,77500.0
18/04/2018,77501,10,61,35,77501.0,77501.0
18/04/2018,77504,10,61,34,77504.0,77504.0
18/04/2018,77505,14,54,34,77505.0,77505.0
18/04/2018,77506,10,61,35,77506.0,77506.0
18/04/2018,77507,11,54,37,77507.0,77507.0
18/04/2018,77508,21,54,34,77508.0,77508.0
18/04/2018,77509,12,57,37,77509.0,77509.0
18/04/2018,77510,23,54,35,77510.0,77510.0
18/04/2018,77511,21,56,37,77511.0,77511.0
18/04/2018,77512,11,53,34,77512.0,77512.0
18/04/2018,77513,17,56,34,77513.0,77513.0
18/04/2018,77514,29,55,39,77514.0,77514.0
18/04/2018,77515,18,56,35,77515.0,77515.0
18/04/2018,77516,10,60,35,77516.0,77516.0
18/04/2018,77517,29,55,37,77517.0,77517.0
18/04/2018,77518,19,56,35,77518.0,77518.0
18/04/2018,77519,12,52,35,77519.0,77519.0
18/04/2018,77520,9,60,34,77520.0,77520.0
18/04/2018,77521,19,54,34,77521.0,77521.0
18/04/2018,77522,11,53,37,77522.0,77522.0
18/04/2018,77523,11,53,37,77523.0,77523.0
18/04/2018,77524,11,56,37,77524.0,77524.0
18/04/2018,77525,18,56,35,77525.0,77525.0
18/04/2018,77526,11,56,34,77526.0,77526.0
18/04/2018,77527,16,53,35,77527.0,77527.0
18/04/2018,77528,21,55,35,77528.0,77528.0
18/04/2018,77529,18,54,34,77529.0,77529.0
18/04/2018,77530,12,53,35,77530.0,77530.0
18/04/2018,77531,10,60,35,77531.0,77531.0
18/04/2018,77532,12,53,35,77532.0,77532.0
18/04/2018,77533,12,58,35,77533.0,77533.0
18/04/2018,77534,21,54,35,77534.0,77534.0
18/04/2018,78003,10,49,32,78003.0,78003.0
18/04/2018,78005,42,53,49,78005.0,78005.0
18/04/2018,78006,9,49,32,78006.0,78006.0
18/04/2018,78007,41,51,45,78007.0,78007.0
18/04/2018,78009,10,48,32,78009.0,78009.0
18/04/2018,78010,38,51,40,78010.0,78010.0
18/04/2018,78013,32,51,37,78013.0,78013.0
18/04/2018,78015,40,53,44,78015.0,78015.0
18/04/2018,78020,33,53,35,78020.0,78020.0
18/04/2018,78029,38,52,37,78029.0,78029.0
18/04/2018,78030,16,53,34,78030.0,78030.0
18/04/2018,78031,36,53,35,78031.0,78031.0
18/04/2018,78033,36,52,37,78033.0,78033.0
18/04/2018,78034,28,51,37,78034.0,78034.0
18/04/2018,78036,28,51,35,78036.0,78036.0
18/04/2018,78043,42,50,49,78043.0,78043.0
18/04/2018,78048,17,50,34,78048.0,78048.0
18/04/2018,78049,38,51,39,78049.0,78049.0
18/04/2018,78050,21,50,35,78050.0,78050.0
18/04/2018,78053,22,50,34,78053.0,78053.0
18/04/2018,78057,28,52,35,78057.0,78057.0
18/04/2018,78062,33,51,39,78062.0,78062.0
